epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,73.8453,1.32606,5.66588,1.54167,0.0087,0.01037,0.00491,0.00313,1.11471,4.78291,1.38561,1.33152e-05,1.33152e-05,1.33152e-05
2,133.707,1.20974,5.17014,1.46524,0.00615,0.29942,0.01898,0.01242,1.10892,4.12357,1.44924,2.5989e-05,2.5989e-05,2.5989e-05
3,190.364,1.21065,4.72478,1.49619,0.6377,0.04301,0.0438,0.03066,1.11783,3.73837,1.47789,3.80028e-05,3.80028e-05,3.80028e-05
4,246.73,1.23918,4.4044,1.52821,0.5615,0.08704,0.07524,0.05447,1.13336,3.42437,1.51306,3.703e-05,3.703e-05,3.703e-05
5,302.754,1.23551,4.10982,1.53264,0.68133,0.09307,0.11887,0.0848,1.13294,3.18528,1.52523,3.604e-05,3.604e-05,3.604e-05
6,359.156,1.22839,3.91667,1.51624,0.55454,0.16701,0.15612,0.11279,1.1234,3.00571,1.51418,3.505e-05,3.505e-05,3.505e-05
7,415.696,1.23026,3.75892,1.53418,0.48754,0.20435,0.19104,0.13716,1.11804,2.83264,1.51715,3.406e-05,3.406e-05,3.406e-05
8,472.201,1.22897,3.61181,1.52671,0.41523,0.26786,0.22152,0.1598,1.11957,2.74596,1.52544,3.307e-05,3.307e-05,3.307e-05
9,528.866,1.2394,3.5017,1.53168,0.58429,0.24724,0.24271,0.18059,1.12834,2.60472,1.52719,3.208e-05,3.208e-05,3.208e-05
10,585.058,1.22643,3.3626,1.51549,0.50908,0.2986,0.2822,0.209,1.13281,2.53795,1.52911,3.109e-05,3.109e-05,3.109e-05
11,641.594,1.22669,3.28889,1.52181,0.53081,0.28937,0.30575,0.22577,1.1347,2.50293,1.53256,3.01e-05,3.01e-05,3.01e-05
12,698.035,1.21484,3.21117,1.52005,0.47793,0.36917,0.31949,0.23713,1.13103,2.42518,1.53617,2.911e-05,2.911e-05,2.911e-05
13,754.779,1.21142,3.11547,1.50639,0.51778,0.34975,0.34631,0.26004,1.13295,2.36152,1.52736,2.812e-05,2.812e-05,2.812e-05
14,811.183,1.19661,3.03552,1.49127,0.53657,0.35551,0.36109,0.26874,1.12919,2.29826,1.53858,2.713e-05,2.713e-05,2.713e-05
15,867.385,1.20224,2.96657,1.49263,0.64893,0.3217,0.35947,0.26846,1.11763,2.27119,1.52509,2.614e-05,2.614e-05,2.614e-05
16,923.97,1.20998,2.8907,1.50412,0.5071,0.40557,0.39367,0.29621,1.11117,2.21239,1.51608,2.515e-05,2.515e-05,2.515e-05
17,980.374,1.19285,2.86403,1.48985,0.54675,0.39563,0.39578,0.29913,1.11238,2.16783,1.51763,2.416e-05,2.416e-05,2.416e-05
18,1036.78,1.18289,2.83129,1.48163,0.43953,0.45485,0.40887,0.3099,1.10646,2.12519,1.51064,2.317e-05,2.317e-05,2.317e-05
19,1092.75,1.19351,2.77387,1.48764,0.53131,0.43193,0.42396,0.3222,1.09928,2.09876,1.50759,2.218e-05,2.218e-05,2.218e-05
20,1149.31,1.17914,2.74715,1.47638,0.5155,0.41743,0.43092,0.32968,1.09041,2.08276,1.49833,2.119e-05,2.119e-05,2.119e-05
21,1205.76,1.18182,2.72586,1.47737,0.57775,0.41211,0.43964,0.33124,1.10336,2.04851,1.50163,2.02e-05,2.02e-05,2.02e-05
22,1262.15,1.18527,2.66238,1.48319,0.57928,0.40793,0.45467,0.34757,1.08418,2.01902,1.49322,1.921e-05,1.921e-05,1.921e-05
23,1318.71,1.16632,2.5942,1.46595,0.5911,0.3969,0.4674,0.35592,1.08934,1.97335,1.49296,1.822e-05,1.822e-05,1.822e-05
24,1375.03,1.16684,2.5535,1.46958,0.55014,0.45126,0.48101,0.36551,1.09178,1.95005,1.49219,1.723e-05,1.723e-05,1.723e-05
25,1431.57,1.16315,2.53548,1.4671,0.60801,0.39692,0.47949,0.36678,1.08183,1.98249,1.48794,1.624e-05,1.624e-05,1.624e-05
26,1488.2,1.16318,2.52368,1.46071,0.598,0.41708,0.49001,0.37476,1.08117,1.95678,1.48358,1.525e-05,1.525e-05,1.525e-05
27,1544.29,1.16907,2.50295,1.46859,0.47781,0.5059,0.49109,0.37616,1.08094,1.95523,1.48151,1.426e-05,1.426e-05,1.426e-05
28,1600.83,1.16589,2.50199,1.45971,0.48155,0.50522,0.49738,0.38063,1.07711,1.91943,1.47848,1.327e-05,1.327e-05,1.327e-05
29,1657.39,1.14098,2.46291,1.44871,0.48407,0.51568,0.51154,0.39133,1.07016,1.8939,1.4745,1.228e-05,1.228e-05,1.228e-05
30,1713.7,1.14146,2.41952,1.446,0.63242,0.41768,0.50766,0.38914,1.07173,1.88187,1.47628,1.129e-05,1.129e-05,1.129e-05
31,1771.23,1.07145,2.66301,1.49392,0.53778,0.47414,0.50308,0.3851,1.06019,2.03017,1.44742,1.03e-05,1.03e-05,1.03e-05
32,1827.43,1.04773,2.58499,1.48001,0.57654,0.43624,0.50027,0.38735,1.05135,2.01495,1.44196,9.31e-06,9.31e-06,9.31e-06
33,1883.6,1.051,2.54492,1.48537,0.44474,0.55298,0.50525,0.38978,1.05033,2.00162,1.43681,8.32e-06,8.32e-06,8.32e-06
34,1939.83,1.04396,2.52203,1.4713,0.57105,0.45674,0.511,0.39383,1.05056,2.05282,1.43738,7.33e-06,7.33e-06,7.33e-06
35,1996.3,1.04242,2.49305,1.46567,0.5761,0.46421,0.51415,0.39758,1.05076,2.03915,1.43958,6.34e-06,6.34e-06,6.34e-06
36,2052.99,1.0287,2.48019,1.45283,0.56179,0.47088,0.51093,0.39648,1.04788,1.97816,1.43691,5.35e-06,5.35e-06,5.35e-06
37,2109.41,1.03049,2.44729,1.47415,0.54721,0.48131,0.52514,0.40568,1.04337,1.96545,1.43396,4.36e-06,4.36e-06,4.36e-06
38,2165.72,1.02985,2.4535,1.46671,0.52539,0.51026,0.5215,0.40526,1.04393,1.98252,1.43043,3.37e-06,3.37e-06,3.37e-06
39,2221.82,1.0244,2.43847,1.46392,0.53095,0.50934,0.52609,0.40972,1.04498,1.96074,1.43203,2.38e-06,2.38e-06,2.38e-06
40,2277.81,1.0271,2.44256,1.47049,0.54765,0.49636,0.52265,0.40653,1.04113,1.95051,1.42787,1.39e-06,1.39e-06,1.39e-06
