epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,181.495,1.306,5.53872,1.52193,0.00406,0.2145,0.00932,0.00614,1.17255,4.1805,1.48042,1.23266e-05,1.23266e-05,1.23266e-05
2,352.66,1.24636,4.7257,1.49635,0.67522,0.05825,0.05263,0.034,1.15885,3.40903,1.51968,2.40496e-05,2.40496e-05,2.40496e-05
3,521.538,1.25602,4.12186,1.53253,0.68699,0.11914,0.11084,0.07326,1.1872,2.90147,1.57356,3.51621e-05,3.51621e-05,3.51621e-05
4,689.853,1.25797,3.67698,1.54193,0.60662,0.17852,0.15889,0.10803,1.16453,2.60176,1.58597,3.42528e-05,3.42528e-05,3.42528e-05
5,857.996,1.24943,3.37897,1.53098,0.67891,0.19382,0.21692,0.14961,1.15931,2.3786,1.56635,3.3337e-05,3.3337e-05,3.3337e-05
6,1025.98,1.24338,3.15602,1.52242,0.67258,0.24479,0.26926,0.18599,1.13652,2.23054,1.55464,3.24212e-05,3.24212e-05,3.24212e-05
7,1193.97,1.22382,2.95946,1.50381,0.58131,0.29161,0.30041,0.21149,1.1052,2.1598,1.52537,3.15055e-05,3.15055e-05,3.15055e-05
8,1362.02,1.21363,2.83091,1.50211,0.64055,0.30577,0.33483,0.23879,1.08969,2.00483,1.51362,3.05897e-05,3.05897e-05,3.05897e-05
9,1530.04,1.18222,2.67232,1.46931,0.58638,0.35457,0.35775,0.25892,1.06718,1.99094,1.49256,2.9674e-05,2.9674e-05,2.9674e-05
10,1698.3,1.17378,2.56998,1.46755,0.62972,0.3672,0.3754,0.27571,1.05126,1.92647,1.47247,2.87582e-05,2.87582e-05,2.87582e-05
11,1866.26,1.1553,2.48218,1.44848,0.61642,0.37414,0.40385,0.29712,1.03773,1.85142,1.45868,2.78425e-05,2.78425e-05,2.78425e-05
12,2034.11,1.14223,2.40296,1.43971,0.63956,0.38305,0.42128,0.31104,1.03436,1.76663,1.44831,2.69267e-05,2.69267e-05,2.69267e-05
13,2202.57,1.14476,2.31984,1.43039,0.63739,0.40711,0.45146,0.33234,1.03705,1.7035,1.45498,2.6011e-05,2.6011e-05,2.6011e-05
14,2370.52,1.13754,2.25172,1.43042,0.61953,0.43918,0.46118,0.3418,1.02273,1.69262,1.44197,2.50952e-05,2.50952e-05,2.50952e-05
15,2538.53,1.11771,2.2082,1.41827,0.60478,0.44838,0.47946,0.35928,1.01793,1.66228,1.43577,2.41795e-05,2.41795e-05,2.41795e-05
16,2706.75,1.11309,2.14026,1.41138,0.60418,0.44624,0.48739,0.36412,1.02476,1.62874,1.43759,2.32637e-05,2.32637e-05,2.32637e-05
