epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,29870.6,0.00971,1.55763,1.59173,0.7478,0.73597,0.81245,0.5017,0.01064,0.92962,1.61013,0.005842,0.005842,0.005842
44,30511.8,0.00967,1.56235,1.58784,0.75828,0.72936,0.81993,0.5011,0.01084,0.92424,1.627,0.005743,0.005743,0.005743
45,31140.7,0.00967,1.52767,1.58436,0.76876,0.73172,0.81737,0.50218,0.01072,0.92198,1.61189,0.005644,0.005644,0.005644
46,31822.5,0.00966,1.53652,1.58158,0.77957,0.73258,0.82522,0.50729,0.0106,0.90675,1.6007,0.005545,0.005545,0.005545
47,32489.9,0.00964,1.51363,1.5751,0.75668,0.75385,0.83308,0.51029,0.01065,0.89318,1.60332,0.005446,0.005446,0.005446
48,33102.5,0.00953,1.49363,1.5668,0.79378,0.74671,0.82984,0.51054,0.01067,0.89691,1.60603,0.005347,0.005347,0.005347
49,33804.9,0.00956,1.48944,1.57181,0.74994,0.79139,0.83805,0.51173,0.01056,0.89244,1.59405,0.005248,0.005248,0.005248
50,34509.9,0.00958,1.47501,1.57058,0.73106,0.78519,0.83553,0.51442,0.01056,0.87993,1.59249,0.005149,0.005149,0.005149
51,35123.4,0.00954,1.47926,1.56554,0.80394,0.74752,0.84032,0.51641,0.01057,0.86467,1.5949,0.00505,0.00505,0.00505
52,35824.9,0.00951,1.43695,1.55834,0.7411,0.79656,0.84707,0.52176,0.01061,0.86312,1.59725,0.004951,0.004951,0.004951
53,36562.1,0.00951,1.4438,1.55751,0.79187,0.76367,0.84459,0.52039,0.01052,0.86524,1.58618,0.004852,0.004852,0.004852
54,37178.4,0.00951,1.43445,1.55796,0.80227,0.76584,0.84798,0.52619,0.01052,0.85943,1.58476,0.004753,0.004753,0.004753
55,37988.6,0.00945,1.42311,1.54717,0.82627,0.74873,0.84746,0.52844,0.01046,0.84871,1.57229,0.004654,0.004654,0.004654
56,38690.5,0.0094,1.39854,1.54904,0.78155,0.77469,0.848,0.53402,0.01045,0.84148,1.57565,0.004555,0.004555,0.004555
57,39267.3,0.00943,1.38801,1.55032,0.78089,0.78176,0.8558,0.53616,0.01044,0.83454,1.58024,0.004456,0.004456,0.004456
58,39882.9,0.00931,1.36609,1.53361,0.7886,0.79495,0.85978,0.53335,0.01052,0.82437,1.5859,0.004357,0.004357,0.004357
59,40625.7,0.00935,1.37374,1.54205,0.77765,0.7927,0.85633,0.5413,0.01033,0.8195,1.56583,0.004258,0.004258,0.004258
60,41320.2,0.00934,1.36859,1.54004,0.75932,0.79626,0.85931,0.54314,0.01028,0.8132,1.56258,0.004159,0.004159,0.004159
61,41996,0.00937,1.36837,1.54374,0.79383,0.77508,0.85874,0.53968,0.0103,0.80186,1.56349,0.00406,0.00406,0.00406
62,42711.5,0.00931,1.36497,1.53461,0.7824,0.81017,0.85966,0.54258,0.01026,0.79875,1.55757,0.003961,0.003961,0.003961
63,43412,0.00929,1.33379,1.53204,0.78601,0.81576,0.85815,0.54089,0.01019,0.7942,1.5505,0.003862,0.003862,0.003862
64,44062,0.00925,1.33123,1.52849,0.77125,0.81579,0.86068,0.54542,0.01017,0.78816,1.54814,0.003763,0.003763,0.003763
65,44704,0.00916,1.30614,1.51968,0.75931,0.8359,0.87003,0.55344,0.01012,0.78034,1.54264,0.003664,0.003664,0.003664
66,45392.2,0.0092,1.30755,1.52179,0.78053,0.82304,0.86259,0.55364,0.01014,0.77921,1.5443,0.003565,0.003565,0.003565
67,45999.8,0.00913,1.29975,1.51596,0.77875,0.82109,0.86389,0.55368,0.01011,0.77618,1.54045,0.003466,0.003466,0.003466
68,46598.9,0.00923,1.32148,1.52648,0.77947,0.82147,0.86392,0.55511,0.01007,0.76849,1.53524,0.003367,0.003367,0.003367
69,47146.8,0.00915,1.2947,1.51675,0.78305,0.8268,0.86685,0.55929,0.01,0.7651,1.52941,0.003268,0.003268,0.003268
70,47801.9,0.00914,1.2855,1.51542,0.79034,0.82823,0.87117,0.56438,0.00991,0.76024,1.52157,0.003169,0.003169,0.003169
