epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,469.242,1.70334,5.73734,1.9303,0.00454,0.06,0.00452,0.00252,1.72954,4.91551,1.95896,1.23282e-05,1.23282e-05,1.23282e-05
2,935.314,1.52826,5.39543,1.76574,0.75516,0.01415,0.01301,0.00724,1.72435,4.45305,1.90736,2.41733e-05,2.41733e-05,2.41733e-05
3,1411.19,1.53495,5.04986,1.75118,0.6431,0.03956,0.02697,0.01622,1.69193,4.06,1.88645,3.55299e-05,3.55299e-05,3.55299e-05
4,1895.33,1.5451,4.73348,1.74567,0.66939,0.05155,0.04562,0.02691,1.72312,3.64645,1.88614,3.48022e-05,3.48022e-05,3.48022e-05
5,2360.75,1.54463,4.45721,1.72706,0.62806,0.06753,0.06334,0.0351,1.75872,3.42373,1.90149,3.40696e-05,3.40696e-05,3.40696e-05
6,2809.81,1.52843,4.26888,1.71048,0.63324,0.08567,0.08086,0.04829,1.69751,3.23862,1.846,3.3337e-05,3.3337e-05,3.3337e-05
7,3285.53,1.5067,4.08771,1.68895,0.6022,0.10816,0.1002,0.06189,1.68363,3.05219,1.83516,3.26044e-05,3.26044e-05,3.26044e-05
8,3743.64,1.5024,3.93211,1.67656,0.61829,0.1168,0.12064,0.0739,1.66173,2.93144,1.79557,3.18718e-05,3.18718e-05,3.18718e-05
9,4233.61,1.4873,3.80423,1.65658,0.61727,0.12594,0.13544,0.08621,1.58563,2.80356,1.74537,3.11392e-05,3.11392e-05,3.11392e-05
10,4706.1,1.47467,3.69051,1.64891,0.50664,0.15876,0.15158,0.09463,1.61983,2.74805,1.76045,3.04066e-05,3.04066e-05,3.04066e-05
11,5170.5,1.46503,3.57448,1.63227,0.51996,0.19549,0.1786,0.11565,1.58182,2.61838,1.72651,2.9674e-05,2.9674e-05,2.9674e-05
12,5637.11,1.45329,3.46596,1.6193,0.57609,0.20157,0.20548,0.1314,1.61044,2.54698,1.7501,2.89414e-05,2.89414e-05,2.89414e-05
13,6107.01,1.44982,3.40765,1.62106,0.54171,0.21968,0.21439,0.1382,1.5903,2.51619,1.73033,2.82088e-05,2.82088e-05,2.82088e-05
14,6594.77,1.44018,3.31247,1.61167,0.58384,0.21781,0.23559,0.15239,1.58442,2.43943,1.71354,2.74762e-05,2.74762e-05,2.74762e-05
15,7084.07,1.43926,3.26224,1.60654,0.55263,0.24415,0.24023,0.15751,1.5625,2.38267,1.70609,2.67436e-05,2.67436e-05,2.67436e-05
16,7550.61,1.4299,3.17618,1.60017,0.59817,0.23457,0.2593,0.17111,1.55319,2.32941,1.68474,2.6011e-05,2.6011e-05,2.6011e-05
17,8029.67,1.417,3.10695,1.58603,0.5894,0.26053,0.2746,0.18135,1.53982,2.30064,1.68711,2.52784e-05,2.52784e-05,2.52784e-05
18,8506.82,1.41103,3.0421,1.58305,0.59154,0.25592,0.2882,0.18867,1.54528,2.23045,1.68487,2.45458e-05,2.45458e-05,2.45458e-05
19,8964.54,1.40171,2.98943,1.57406,0.65999,0.24915,0.30761,0.20056,1.55864,2.21856,1.69672,2.38132e-05,2.38132e-05,2.38132e-05
20,9446.42,1.3911,2.93148,1.56421,0.57245,0.29087,0.32106,0.21454,1.53076,2.16693,1.674,2.30806e-05,2.30806e-05,2.30806e-05
21,9909.97,1.39354,2.87965,1.56173,0.56344,0.31079,0.33083,0.21769,1.52872,2.12733,1.67212,2.2348e-05,2.2348e-05,2.2348e-05
22,10380.9,1.39534,2.84382,1.566,0.6089,0.30688,0.35467,0.23873,1.50121,2.10251,1.64753,2.16154e-05,2.16154e-05,2.16154e-05
23,10871.1,1.38786,2.79256,1.55921,0.54927,0.33009,0.3587,0.24607,1.47687,2.04646,1.63067,2.08828e-05,2.08828e-05,2.08828e-05
24,11337.4,1.38214,2.7551,1.55634,0.58117,0.30764,0.36659,0.24658,1.49418,2.06156,1.6437,2.01502e-05,2.01502e-05,2.01502e-05
25,11813.1,1.36913,2.7195,1.54467,0.55761,0.34331,0.38076,0.25818,1.47752,2.00992,1.6325,1.94176e-05,1.94176e-05,1.94176e-05
26,12295.5,1.36291,2.67358,1.53835,0.57147,0.33546,0.38683,0.26107,1.48328,1.96872,1.62913,1.8685e-05,1.8685e-05,1.8685e-05
27,12768.9,1.36188,2.65659,1.54074,0.52839,0.38176,0.40119,0.27172,1.47668,1.95342,1.6297,1.79524e-05,1.79524e-05,1.79524e-05
28,13250.2,1.35888,2.59264,1.53597,0.5655,0.36764,0.40656,0.27454,1.48105,1.93465,1.62796,1.72198e-05,1.72198e-05,1.72198e-05
29,13730.1,1.34771,2.55982,1.52634,0.53123,0.4024,0.41204,0.28487,1.45331,1.91563,1.61315,1.64872e-05,1.64872e-05,1.64872e-05
30,14198.9,1.33143,2.52018,1.51768,0.51297,0.41323,0.42267,0.28874,1.45499,1.90279,1.60847,1.57546e-05,1.57546e-05,1.57546e-05
31,14678.9,1.34666,2.52337,1.52521,0.54385,0.40943,0.43165,0.29671,1.42949,1.89534,1.59286,1.5022e-05,1.5022e-05,1.5022e-05
32,15160.7,1.33962,2.48588,1.52057,0.57091,0.4159,0.43934,0.29956,1.44701,1.85765,1.60234,1.42894e-05,1.42894e-05,1.42894e-05
33,15635,1.33472,2.43932,1.5073,0.56185,0.42566,0.44364,0.30367,1.44118,1.85908,1.59741,1.35568e-05,1.35568e-05,1.35568e-05
34,16101.3,1.32759,2.44099,1.51034,0.58259,0.42091,0.44383,0.30315,1.4328,1.84841,1.59206,1.28242e-05,1.28242e-05,1.28242e-05
35,16585.1,1.3217,2.41617,1.50452,0.58219,0.43242,0.45324,0.31109,1.42632,1.82723,1.58799,1.20916e-05,1.20916e-05,1.20916e-05
36,17067.1,1.31398,2.38574,1.50202,0.56251,0.45178,0.45744,0.31445,1.42958,1.81487,1.58419,1.1359e-05,1.1359e-05,1.1359e-05
37,17538.8,1.32678,2.38255,1.5103,0.56094,0.46062,0.45703,0.31655,1.41077,1.79753,1.57295,1.06264e-05,1.06264e-05,1.06264e-05
38,18013.3,1.30995,2.35545,1.49377,0.57945,0.45124,0.46338,0.31857,1.41603,1.77671,1.57536,9.8938e-06,9.8938e-06,9.8938e-06
39,18496.4,1.31091,2.33308,1.49313,0.58214,0.44144,0.46889,0.32659,1.40859,1.76228,1.56869,9.1612e-06,9.1612e-06,9.1612e-06
40,18983.6,1.3086,2.33803,1.49747,0.62512,0.41809,0.46665,0.32437,1.41403,1.76903,1.57227,8.4286e-06,8.4286e-06,8.4286e-06
41,19457.5,1.23433,2.18347,1.49592,0.61707,0.41896,0.45624,0.31773,1.39157,1.90383,1.55205,7.696e-06,7.696e-06,7.696e-06
42,19915.1,1.2108,2.11634,1.47998,0.62472,0.41005,0.46477,0.32563,1.38111,1.87197,1.54508,6.9634e-06,6.9634e-06,6.9634e-06
43,20378.9,1.20649,2.08283,1.47374,0.59911,0.43163,0.47412,0.33373,1.36846,1.84573,1.53353,6.2308e-06,6.2308e-06,6.2308e-06
44,20839.8,1.19805,2.0537,1.47129,0.62744,0.42181,0.47814,0.33828,1.36829,1.85269,1.53164,5.4982e-06,5.4982e-06,5.4982e-06
45,21297.3,1.19378,2.04555,1.46604,0.61894,0.43152,0.48186,0.34052,1.36633,1.84069,1.53131,4.7656e-06,4.7656e-06,4.7656e-06
46,21766.2,1.19394,2.03344,1.46411,0.64297,0.43014,0.48404,0.34192,1.35971,1.83749,1.52631,4.033e-06,4.033e-06,4.033e-06
47,22229.4,1.19384,2.02375,1.46349,0.63445,0.43903,0.48646,0.34436,1.35904,1.81104,1.52504,3.3004e-06,3.3004e-06,3.3004e-06
48,22686.1,1.18403,2.00323,1.45282,0.62854,0.44654,0.48609,0.34481,1.35804,1.81817,1.52267,2.5678e-06,2.5678e-06,2.5678e-06
49,23158.2,1.18493,1.99768,1.45236,0.62653,0.44865,0.48701,0.3465,1.35618,1.81618,1.52187,1.8352e-06,1.8352e-06,1.8352e-06
50,23642.4,1.18054,1.98798,1.45188,0.63099,0.44411,0.48938,0.3475,1.35329,1.81081,1.51923,1.1026e-06,1.1026e-06,1.1026e-06
