epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,4731.57,0.97499,1.45496,1.31584,0.66723,0.66352,0.71032,0.56315,1.04485,1.32937,1.44302,6.736e-06,6.736e-06,6.736e-06
86,4786.73,0.97519,1.46747,1.32378,0.64821,0.67878,0.70838,0.56276,1.03737,1.31903,1.43979,6.34e-06,6.34e-06,6.34e-06
87,4841.89,0.9715,1.43934,1.31397,0.64466,0.69485,0.71133,0.56393,1.03908,1.32208,1.4437,5.944e-06,5.944e-06,5.944e-06
88,4896.94,0.97807,1.46895,1.32905,0.69012,0.65033,0.71085,0.56506,1.03682,1.31538,1.43969,5.548e-06,5.548e-06,5.548e-06
89,4952.24,0.96933,1.45154,1.32381,0.65787,0.69173,0.71504,0.5652,1.03719,1.32049,1.43744,5.152e-06,5.152e-06,5.152e-06
90,5007.98,0.95759,1.42556,1.30936,0.66609,0.68096,0.71973,0.56833,1.0365,1.31254,1.43821,4.756e-06,4.756e-06,4.756e-06
91,5064.41,0.88553,1.50033,1.33396,0.62124,0.66324,0.69829,0.54939,1.04587,1.42728,1.439,4.36e-06,4.36e-06,4.36e-06
92,5121.41,0.88238,1.48893,1.33146,0.62713,0.67981,0.70405,0.55836,1.03955,1.41613,1.43525,3.964e-06,3.964e-06,3.964e-06
93,5176.04,0.86676,1.45944,1.32332,0.62429,0.68759,0.7044,0.55703,1.03843,1.40213,1.4352,3.568e-06,3.568e-06,3.568e-06
94,5230.93,0.875,1.45531,1.33284,0.63364,0.68921,0.70507,0.55953,1.03917,1.3908,1.43712,3.172e-06,3.172e-06,3.172e-06
95,5286.37,0.87317,1.46484,1.33399,0.62124,0.69514,0.70251,0.55784,1.03617,1.40697,1.43306,2.776e-06,2.776e-06,2.776e-06
96,5341.29,0.87555,1.4535,1.34049,0.64576,0.6782,0.70402,0.5603,1.03587,1.38451,1.43229,2.38e-06,2.38e-06,2.38e-06
97,5396.54,0.86002,1.42924,1.3205,0.64458,0.67667,0.70613,0.55954,1.03303,1.39358,1.43209,1.984e-06,1.984e-06,1.984e-06
98,5453.39,0.86085,1.4163,1.31953,0.64768,0.6823,0.70737,0.56019,1.03407,1.38386,1.43069,1.588e-06,1.588e-06,1.588e-06
99,5508.96,0.86741,1.42817,1.3292,0.65337,0.67576,0.70523,0.56082,1.03078,1.38103,1.42819,1.192e-06,1.192e-06,1.192e-06
100,5564.72,0.85463,1.40702,1.3207,0.65632,0.67359,0.70729,0.56108,1.03201,1.3843,1.43042,7.96e-07,7.96e-07,7.96e-07
