epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,14451.3,0.00969,1.58387,1.60192,0.76069,0.74086,0.82028,0.49832,0.01067,1.02538,1.66931,0.0079705,0.0079705,0.0079705
43,14784.3,0.00974,1.57398,1.6081,0.76542,0.75308,0.82735,0.50492,0.01065,1.00927,1.66856,0.007921,0.007921,0.007921
44,15114.6,0.00969,1.57561,1.60341,0.77778,0.74768,0.83576,0.51261,0.0106,1.00109,1.66612,0.0078715,0.0078715,0.0078715
45,15443.9,0.00966,1.54268,1.59612,0.7815,0.73538,0.82846,0.51875,0.01027,0.98999,1.62847,0.007822,0.007822,0.007822
46,15780.4,0.00964,1.54245,1.59105,0.74514,0.78529,0.84127,0.52349,0.01022,0.96861,1.62179,0.0077725,0.0077725,0.0077725
47,16178.9,0.00965,1.53614,1.59318,0.78202,0.76058,0.84134,0.52726,0.01025,0.96033,1.62798,0.007723,0.007723,0.007723
48,16546.5,0.00958,1.52723,1.58734,0.77987,0.77322,0.84739,0.53106,0.01019,0.95668,1.62301,0.0076735,0.0076735,0.0076735
49,16945.1,0.00964,1.53325,1.59722,0.7964,0.74527,0.83829,0.53591,0.01007,0.95203,1.61315,0.007624,0.007624,0.007624
50,17310.8,0.00956,1.51715,1.58696,0.79657,0.76756,0.84541,0.5413,0.01007,0.94432,1.61804,0.0075745,0.0075745,0.0075745
51,17709.8,0.0095,1.50845,1.58062,0.78409,0.77975,0.84773,0.54326,0.01,0.92928,1.60858,0.007525,0.007525,0.007525
52,18074.6,0.00951,1.4831,1.57814,0.77091,0.77457,0.85909,0.54647,0.01007,0.9242,1.61149,0.0074755,0.0074755,0.0074755
53,18466.5,0.00953,1.48466,1.57807,0.792,0.772,0.8604,0.55728,0.00985,0.91386,1.59233,0.007426,0.007426,0.007426
54,18828,0.00955,1.48812,1.58027,0.7983,0.76762,0.85396,0.5442,0.00991,0.91728,1.59722,0.0073765,0.0073765,0.0073765
55,19220.8,0.00945,1.46885,1.57263,0.78599,0.78079,0.85557,0.5463,0.00988,0.89967,1.59122,0.007327,0.007327,0.007327
56,19582.7,0.00946,1.46259,1.56915,0.82362,0.76418,0.85743,0.54725,0.00982,0.89261,1.58602,0.0072775,0.0072775,0.0072775
57,19980.9,0.00944,1.45349,1.56701,0.83015,0.77065,0.85986,0.55524,0.00981,0.8902,1.5862,0.007228,0.007228,0.007228
58,20344.5,0.00939,1.42818,1.55933,0.77814,0.78121,0.85617,0.55682,0.00975,0.88133,1.57967,0.0071785,0.0071785,0.0071785
59,20741.8,0.00939,1.43656,1.56424,0.80173,0.77852,0.86074,0.56188,0.00967,0.86852,1.57414,0.007129,0.007129,0.007129
60,21124.4,0.00938,1.42747,1.56108,0.79328,0.79089,0.86588,0.56659,0.00958,0.86894,1.56837,0.0070795,0.0070795,0.0070795
61,21522.1,0.00939,1.43337,1.56535,0.80936,0.76789,0.86506,0.56904,0.00954,0.8636,1.56745,0.00703,0.00703,0.00703
62,21894.4,0.00936,1.42141,1.55759,0.80933,0.7913,0.86681,0.56902,0.00952,0.85944,1.56014,0.0069805,0.0069805,0.0069805
63,22291.1,0.0093,1.41135,1.55253,0.80403,0.78498,0.86594,0.57419,0.00948,0.85918,1.55663,0.006931,0.006931,0.006931
64,22651.5,0.00934,1.40214,1.55746,0.7858,0.81098,0.87113,0.57661,0.00946,0.85211,1.55319,0.0068815,0.0068815,0.0068815
65,23041.5,0.00926,1.39712,1.5534,0.78504,0.80059,0.8691,0.57568,0.00949,0.85204,1.55815,0.006832,0.006832,0.006832
66,23402.4,0.00933,1.41151,1.55754,0.79686,0.79152,0.87014,0.58109,0.00946,0.85442,1.55611,0.0067825,0.0067825,0.0067825
67,23794.4,0.0093,1.38191,1.5535,0.80858,0.78126,0.87499,0.58551,0.00939,0.84756,1.55409,0.006733,0.006733,0.006733
68,24152,0.0093,1.39457,1.55287,0.82462,0.7771,0.87935,0.58455,0.0094,0.84105,1.55291,0.0066835,0.0066835,0.0066835
69,24546.9,0.00922,1.3688,1.547,0.79109,0.7982,0.87586,0.5847,0.00938,0.83432,1.5491,0.006634,0.006634,0.006634
70,24917.1,0.00921,1.37176,1.5442,0.77855,0.81222,0.87654,0.58866,0.00934,0.82988,1.54584,0.0065845,0.0065845,0.0065845
71,25304.8,0.00917,1.3573,1.54008,0.80507,0.79922,0.87744,0.58875,0.0093,0.82818,1.54204,0.006535,0.006535,0.006535
72,25664.6,0.00918,1.35263,1.53631,0.80791,0.80237,0.88268,0.59181,0.00929,0.82341,1.53707,0.0064855,0.0064855,0.0064855
73,26055.9,0.0092,1.36759,1.54065,0.75716,0.84398,0.88208,0.59552,0.00923,0.8202,1.53143,0.006436,0.006436,0.006436
74,26414.8,0.00917,1.35395,1.54186,0.77154,0.8393,0.88549,0.59877,0.00919,0.81687,1.529,0.0063865,0.0063865,0.0063865
75,26807.4,0.00923,1.36589,1.54755,0.81029,0.80616,0.88303,0.59705,0.00919,0.81102,1.53033,0.006337,0.006337,0.006337
76,27181,0.00918,1.35787,1.54045,0.818,0.80223,0.88518,0.5981,0.00916,0.80895,1.52653,0.0062875,0.0062875,0.0062875
77,27574.6,0.00915,1.34899,1.53366,0.78845,0.82842,0.8855,0.59762,0.00916,0.80423,1.52467,0.006238,0.006238,0.006238
78,27945.5,0.00911,1.33476,1.53647,0.79608,0.82356,0.88692,0.59868,0.00915,0.80116,1.52246,0.0061885,0.0061885,0.0061885
79,28338.6,0.00912,1.33848,1.53481,0.79231,0.82277,0.88783,0.60335,0.00913,0.79369,1.52006,0.006139,0.006139,0.006139
80,28701.3,0.00907,1.312,1.52757,0.79593,0.8245,0.88578,0.60496,0.0091,0.79032,1.51596,0.0060895,0.0060895,0.0060895
81,29097.4,0.00906,1.30409,1.52546,0.79668,0.83005,0.88542,0.60609,0.00906,0.78593,1.51381,0.00604,0.00604,0.00604
82,29461.1,0.00912,1.33419,1.53314,0.83686,0.80595,0.88683,0.60836,0.00903,0.78459,1.5113,0.0059905,0.0059905,0.0059905
83,29856.2,0.00901,1.30316,1.51981,0.82593,0.81133,0.88461,0.60756,0.009,0.7824,1.50933,0.005941,0.005941,0.005941
84,30228.4,0.00908,1.3206,1.52904,0.83829,0.79783,0.88579,0.61074,0.00898,0.77844,1.50808,0.0058915,0.0058915,0.0058915
85,30618.1,0.00906,1.30488,1.52497,0.8289,0.80785,0.88422,0.61058,0.00895,0.77563,1.50485,0.005842,0.005842,0.005842
86,30982.9,0.00897,1.28983,1.51836,0.82165,0.81901,0.88537,0.61177,0.00895,0.77381,1.50499,0.0057925,0.0057925,0.0057925
87,31374.6,0.00902,1.28281,1.52076,0.79919,0.836,0.88745,0.61371,0.00894,0.77079,1.50443,0.005743,0.005743,0.005743
88,31733.6,0.00898,1.28685,1.51868,0.79379,0.83942,0.88768,0.61352,0.00893,0.76799,1.5031,0.0056935,0.0056935,0.0056935
89,32126.2,0.00906,1.30133,1.52601,0.80672,0.83078,0.89172,0.61755,0.0089,0.76517,1.49944,0.005644,0.005644,0.005644
90,32484.7,0.00896,1.28887,1.51482,0.81275,0.82249,0.89015,0.61653,0.00888,0.76314,1.49771,0.0055945,0.0055945,0.0055945
91,32876.6,0.00895,1.26228,1.51175,0.80289,0.83621,0.8912,0.61807,0.00888,0.76116,1.49694,0.005545,0.005545,0.005545
92,33232.4,0.00897,1.27671,1.51306,0.81003,0.83837,0.89294,0.61987,0.00886,0.75901,1.49472,0.0054955,0.0054955,0.0054955
93,33622.7,0.00891,1.26716,1.50559,0.81167,0.84487,0.8974,0.62235,0.00885,0.7571,1.49417,0.005446,0.005446,0.005446
94,33981.3,0.00896,1.26394,1.51318,0.81892,0.84142,0.89615,0.62332,0.00884,0.75514,1.4935,0.0053965,0.0053965,0.0053965
95,34374.4,0.00892,1.26292,1.51008,0.81951,0.83962,0.89598,0.62492,0.00883,0.75284,1.49236,0.005347,0.005347,0.005347
96,34727.8,0.00891,1.25762,1.5022,0.82456,0.83473,0.89707,0.624,0.00881,0.74988,1.4903,0.0052975,0.0052975,0.0052975
97,35121.5,0.00891,1.25932,1.50595,0.8121,0.84138,0.89785,0.62538,0.0088,0.74775,1.48856,0.005248,0.005248,0.005248
98,35477.8,0.00887,1.25736,1.50264,0.80835,0.84599,0.89886,0.62561,0.00879,0.74566,1.48778,0.0051985,0.0051985,0.0051985
99,35866.1,0.00886,1.24922,1.50389,0.80295,0.85064,0.90087,0.62718,0.00877,0.74389,1.48572,0.005149,0.005149,0.005149
100,36226.2,0.00884,1.23726,1.49557,0.80392,0.84745,0.90047,0.62792,0.00876,0.74126,1.48492,0.0050995,0.0050995,0.0050995
101,36615.4,0.00887,1.24224,1.50109,0.80207,0.84792,0.90065,0.62782,0.00876,0.73947,1.48397,0.00505,0.00505,0.00505
102,36973.1,0.0088,1.24376,1.4974,0.80229,0.84967,0.90165,0.629,0.00874,0.73731,1.48219,0.0050005,0.0050005,0.0050005
103,37366.8,0.00879,1.22796,1.49226,0.8026,0.85054,0.90195,0.62862,0.00873,0.73538,1.48118,0.004951,0.004951,0.004951
104,37725.5,0.00881,1.21163,1.48872,0.80403,0.84931,0.90176,0.63014,0.00872,0.73306,1.47895,0.0049015,0.0049015,0.0049015
105,38114.2,0.00878,1.21186,1.49281,0.81614,0.83978,0.90361,0.63087,0.00871,0.73192,1.47843,0.004852,0.004852,0.004852
106,38473.3,0.00876,1.21746,1.49387,0.81241,0.84475,0.90431,0.63138,0.00869,0.73059,1.47697,0.0048025,0.0048025,0.0048025
