epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,541.836,0.01164,5.20745,1.93632,0.76718,0.04084,0.031,0.01814,0.01189,3.82704,1.97339,0.00333195,0.00333195,0.00333195
2,1105.37,0.01172,4.38722,1.95009,0.58256,0.08226,0.06485,0.03735,0.01217,3.31876,2.0049,0.00662129,0.00662129,0.00662129
3,1663.46,0.01158,4.07118,1.92452,0.57461,0.09189,0.1071,0.06285,0.01215,3.31952,2.03744,0.00986664,0.00986664,0.00986664
4,2224.83,0.01161,3.91434,1.91745,0.47673,0.17996,0.1642,0.08988,0.01269,2.88076,2.05229,0.009802,0.009802,0.009802
5,2788.49,0.01144,3.65003,1.88364,0.43409,0.25064,0.21253,0.12756,0.01193,2.6066,1.933,0.009736,0.009736,0.009736
6,3384.46,0.01123,3.37945,1.8498,0.44535,0.28317,0.25606,0.14732,0.01207,2.44591,1.90036,0.00967,0.00967,0.00967
7,3936.02,0.0112,3.15591,1.83562,0.44594,0.34264,0.32773,0.17947,0.01235,2.26716,1.93705,0.009604,0.009604,0.009604
8,4512.28,0.01105,2.96345,1.80918,0.52596,0.33827,0.37933,0.20151,0.01274,2.19313,1.97318,0.009538,0.009538,0.009538
9,5088.66,0.011,2.80563,1.80488,0.45197,0.38603,0.40057,0.2379,0.01176,2.01466,1.86258,0.009472,0.009472,0.009472
10,5648.84,0.01093,2.66708,1.78622,0.46834,0.43294,0.42446,0.2385,0.01227,1.93346,1.89306,0.009406,0.009406,0.009406
11,6239.2,0.0109,2.56239,1.77528,0.52134,0.41015,0.46558,0.27536,0.01178,1.83627,1.84411,0.00934,0.00934,0.00934
12,6772.53,0.01082,2.47927,1.76702,0.4881,0.48727,0.48748,0.29107,0.01151,1.75225,1.79079,0.009274,0.009274,0.009274
13,7323.52,0.0107,2.38603,1.74712,0.54883,0.48643,0.52142,0.3069,0.01167,1.69127,1.81756,0.009208,0.009208,0.009208
14,7891.03,0.01074,2.36372,1.75724,0.62076,0.46763,0.55372,0.32234,0.01177,1.6106,1.79797,0.009142,0.009142,0.009142
15,8455.34,0.01063,2.28798,1.73337,0.58673,0.50728,0.53852,0.31103,0.0118,1.68005,1.82166,0.009076,0.009076,0.009076
16,9030.49,0.01057,2.20345,1.72674,0.61569,0.54209,0.59834,0.34146,0.01184,1.4915,1.80825,0.00901,0.00901,0.00901
17,9592.82,0.01056,2.14351,1.71834,0.6042,0.54278,0.62803,0.36582,0.01146,1.44795,1.77122,0.008944,0.008944,0.008944
18,10162.2,0.01046,2.12135,1.71464,0.61432,0.55089,0.61988,0.36789,0.01159,1.4785,1.77298,0.008878,0.008878,0.008878
19,10727.2,0.01049,2.10128,1.71119,0.61386,0.57662,0.64144,0.36474,0.01185,1.43519,1.80879,0.008812,0.008812,0.008812
20,11290.3,0.01045,2.07743,1.70635,0.6333,0.58374,0.65096,0.37705,0.01159,1.37356,1.76455,0.008746,0.008746,0.008746
21,11861.4,0.01042,2.03114,1.70257,0.7103,0.55071,0.66423,0.39422,0.01142,1.34585,1.75997,0.00868,0.00868,0.00868
22,12428.5,0.01038,1.98681,1.69299,0.69473,0.57346,0.6679,0.38354,0.01142,1.30351,1.75159,0.008614,0.008614,0.008614
23,13004.5,0.01031,1.96218,1.6842,0.65707,0.6467,0.69785,0.412,0.01147,1.25957,1.75416,0.008548,0.008548,0.008548
24,13592,0.01025,1.92461,1.67962,0.71113,0.61543,0.6941,0.40647,0.01143,1.24743,1.74346,0.008482,0.008482,0.008482
25,14167.4,0.01021,1.90145,1.66951,0.68435,0.61653,0.69919,0.41191,0.01143,1.23594,1.74265,0.008416,0.008416,0.008416
26,14761.2,0.01026,1.89761,1.67696,0.7001,0.61722,0.72605,0.43292,0.01132,1.21129,1.72304,0.00835,0.00835,0.00835
27,15332,0.01011,1.85541,1.65664,0.71488,0.63535,0.73861,0.43534,0.0111,1.17656,1.69475,0.008284,0.008284,0.008284
28,15933.6,0.01014,1.83244,1.65422,0.70346,0.64057,0.74165,0.43579,0.01144,1.165,1.73256,0.008218,0.008218,0.008218
29,16516.2,0.01013,1.81148,1.65455,0.71938,0.65992,0.7396,0.43959,0.01119,1.14108,1.69705,0.008152,0.008152,0.008152
30,17109.8,0.01009,1.7939,1.65234,0.71247,0.66502,0.76282,0.45165,0.01095,1.12284,1.67104,0.008086,0.008086,0.008086
31,17708.3,0.01008,1.78184,1.64444,0.70323,0.67473,0.76192,0.45586,0.01106,1.11643,1.67958,0.00802,0.00802,0.00802
32,18324.1,0.01008,1.75894,1.6439,0.75742,0.64055,0.7535,0.45924,0.01079,1.09876,1.64567,0.007954,0.007954,0.007954
33,18902.8,0.01002,1.73288,1.63512,0.72455,0.66694,0.75463,0.45798,0.01108,1.07723,1.67035,0.007888,0.007888,0.007888
34,19477.2,0.00999,1.71918,1.63625,0.70234,0.70048,0.76452,0.45855,0.01102,1.05596,1.67173,0.007822,0.007822,0.007822
35,20080.6,0.00999,1.71923,1.63667,0.75546,0.664,0.76887,0.4671,0.0109,1.05955,1.65545,0.007756,0.007756,0.007756
36,20670.8,0.00988,1.68049,1.621,0.77697,0.65272,0.77444,0.47181,0.0109,1.03578,1.66104,0.00769,0.00769,0.00769
37,21244.8,0.00991,1.67635,1.62625,0.65438,0.71938,0.77579,0.46383,0.01102,1.03126,1.67222,0.007624,0.007624,0.007624
38,21841.2,0.00986,1.66307,1.62153,0.72323,0.71253,0.78714,0.47526,0.01097,1.00909,1.66553,0.007558,0.007558,0.007558
39,22417.9,0.00986,1.64079,1.61167,0.75046,0.71518,0.80546,0.48072,0.01086,0.99724,1.64263,0.007492,0.007492,0.007492
40,23011.5,0.00987,1.65668,1.61258,0.74293,0.72796,0.8059,0.49469,0.0107,0.98976,1.62408,0.007426,0.007426,0.007426
