epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,3342.26,1.06363,2.0315,1.3803,0.66943,0.48347,0.54197,0.40114,1.14148,1.41713,1.4314,1.06264e-05,1.06264e-05,1.06264e-05
38,3436.05,1.07711,2.04198,1.39836,0.67087,0.485,0.54509,0.40142,1.1442,1.41519,1.43797,9.8938e-06,9.8938e-06,9.8938e-06
39,3523.59,1.06113,2.02975,1.38469,0.71245,0.45886,0.55078,0.40993,1.11151,1.39109,1.41512,9.1612e-06,9.1612e-06,9.1612e-06
40,3606.92,1.07546,1.9939,1.39352,0.65509,0.49527,0.55368,0.4128,1.10845,1.39043,1.4109,8.4286e-06,8.4286e-06,8.4286e-06
41,3706.24,0.94651,2.06288,1.35882,0.5689,0.53965,0.54816,0.4068,1.09387,1.40559,1.39585,7.696e-06,7.696e-06,7.696e-06
42,3799.41,0.9401,1.9795,1.3487,0.66525,0.48333,0.55721,0.41553,1.08626,1.36936,1.38639,6.9634e-06,6.9634e-06,6.9634e-06
43,3885.92,0.93003,1.96215,1.34593,0.6018,0.52382,0.56199,0.41673,1.11591,1.36908,1.4069,6.2308e-06,6.2308e-06,6.2308e-06
44,3975.65,0.9197,1.934,1.33436,0.64511,0.50065,0.56985,0.42213,1.10208,1.36086,1.40001,5.4982e-06,5.4982e-06,5.4982e-06
45,4060.34,0.91873,1.92996,1.33668,0.60706,0.52907,0.56847,0.42509,1.09403,1.36493,1.39468,4.7656e-06,4.7656e-06,4.7656e-06
46,4152.13,0.91871,1.91465,1.33645,0.66862,0.49588,0.57086,0.4272,1.09512,1.35379,1.39683,4.033e-06,4.033e-06,4.033e-06
47,4237.67,0.91585,1.90088,1.32693,0.6383,0.51719,0.57157,0.42903,1.09563,1.35473,1.39643,3.3004e-06,3.3004e-06,3.3004e-06
48,4322.42,0.91975,1.8999,1.33558,0.672,0.49574,0.57468,0.42879,1.09245,1.34418,1.39383,2.5678e-06,2.5678e-06,2.5678e-06
49,4408.83,0.9046,1.88048,1.32508,0.64978,0.51229,0.57617,0.43147,1.09044,1.3422,1.39133,1.8352e-06,1.8352e-06,1.8352e-06
50,4503.68,0.91534,1.87847,1.33172,0.67429,0.50178,0.57326,0.42873,1.09428,1.34377,1.39395,1.1026e-06,1.1026e-06,1.1026e-06
