epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,485.759,0.01173,5.10594,1.97163,0.61293,0.05383,0.03173,0.01783,0.01234,3.78419,2.08844,0.00333195,0.00333195,0.00333195
2,944.458,0.01154,4.29429,1.94664,0.53813,0.09504,0.07846,0.04691,0.01258,3.28523,2.09135,0.0065993,0.0065993,0.0065993
3,1395.2,0.01148,3.97905,1.91107,0.51036,0.14955,0.1301,0.0774,0.01233,3.09068,2.02039,0.00980065,0.00980065,0.00980065
4,1845.01,0.01155,3.82748,1.89482,0.46502,0.23201,0.18711,0.10625,0.01229,2.79434,1.99741,0.009703,0.009703,0.009703
5,2275.58,0.0114,3.53665,1.8624,0.41829,0.27825,0.23828,0.13893,0.01202,2.55686,1.93065,0.009604,0.009604,0.009604
6,2729.69,0.01123,3.26345,1.82873,0.40798,0.34712,0.30093,0.17383,0.01209,2.43236,1.92398,0.009505,0.009505,0.009505
7,3168.11,0.01122,3.06049,1.82529,0.52528,0.31541,0.35571,0.19576,0.01226,2.21373,1.93926,0.009406,0.009406,0.009406
8,3612.32,0.01103,2.87397,1.7974,0.50393,0.3903,0.4183,0.22765,0.01236,2.27092,1.93834,0.009307,0.009307,0.009307
9,4069.11,0.01097,2.73555,1.7896,0.51352,0.42461,0.4532,0.26077,0.01192,2.07065,1.87493,0.009208,0.009208,0.009208
10,4516.81,0.0109,2.59849,1.77853,0.55534,0.41792,0.46603,0.27132,0.01173,1.94937,1.85128,0.009109,0.009109,0.009109
11,4966.18,0.01089,2.50491,1.77131,0.58221,0.44226,0.52155,0.30063,0.01186,1.85265,1.84495,0.00901,0.00901,0.00901
12,5406.39,0.01081,2.43133,1.75381,0.54616,0.49473,0.53529,0.31468,0.01142,1.76645,1.79196,0.008911,0.008911,0.008911
13,5840.98,0.01068,2.33989,1.73287,0.55105,0.53749,0.55728,0.32825,0.01173,1.77402,1.83933,0.008812,0.008812,0.008812
14,6294.37,0.01071,2.32565,1.74609,0.61854,0.49832,0.57898,0.3353,0.01171,1.69495,1.81818,0.008713,0.008713,0.008713
15,6745.22,0.01059,2.25958,1.72337,0.5838,0.53634,0.58666,0.34497,0.01168,1.67504,1.82981,0.008614,0.008614,0.008614
16,7197.67,0.01056,2.1928,1.71937,0.57504,0.57817,0.59769,0.34233,0.01196,1.62327,1.84177,0.008515,0.008515,0.008515
17,7643.35,0.01051,2.12554,1.70637,0.64302,0.5402,0.62072,0.36023,0.01154,1.57335,1.81308,0.008416,0.008416,0.008416
18,8093.87,0.01048,2.10558,1.70597,0.65437,0.56709,0.6338,0.37236,0.01143,1.55257,1.77855,0.008317,0.008317,0.008317
19,8544.49,0.01046,2.09579,1.69986,0.73756,0.53683,0.65313,0.38569,0.01134,1.4766,1.76492,0.008218,0.008218,0.008218
20,8978.81,0.01041,2.07205,1.69804,0.70321,0.56006,0.66531,0.3895,0.01139,1.44469,1.77266,0.008119,0.008119,0.008119
21,9440.62,0.01039,2.02742,1.69414,0.68104,0.59559,0.69438,0.41164,0.01137,1.4187,1.77494,0.00802,0.00802,0.00802
22,9896.33,0.01036,1.98063,1.68559,0.71556,0.59843,0.71267,0.42059,0.01128,1.38847,1.75945,0.007921,0.007921,0.007921
23,10337.1,0.01028,1.95761,1.68096,0.75162,0.59326,0.71041,0.40917,0.0115,1.36945,1.78461,0.007822,0.007822,0.007822
24,10794.7,0.01021,1.91923,1.66869,0.68838,0.61934,0.70043,0.41637,0.01133,1.33716,1.76855,0.007723,0.007723,0.007723
25,11251.7,0.01019,1.90204,1.66777,0.70704,0.60779,0.71967,0.42901,0.01131,1.32507,1.75895,0.007624,0.007624,0.007624
26,11722.4,0.01023,1.8909,1.66944,0.71333,0.61997,0.71862,0.42596,0.0113,1.30264,1.75626,0.007525,0.007525,0.007525
27,12161.7,0.01011,1.85694,1.65331,0.74645,0.62087,0.73834,0.43867,0.01105,1.27549,1.72362,0.007426,0.007426,0.007426
28,12604.4,0.01007,1.83192,1.64745,0.72378,0.65135,0.74842,0.43977,0.01126,1.27474,1.74709,0.007327,0.007327,0.007327
29,13059.3,0.01009,1.81856,1.65278,0.68429,0.66963,0.75594,0.45139,0.01126,1.24996,1.74675,0.007228,0.007228,0.007228
30,13517.6,0.01006,1.79613,1.65012,0.71219,0.66574,0.75741,0.45608,0.01107,1.21852,1.72842,0.007129,0.007129,0.007129
31,13980.8,0.01003,1.77949,1.63927,0.71665,0.68621,0.76307,0.45598,0.011,1.21341,1.71732,0.00703,0.00703,0.00703
